year,period,ff4_hf,sp500_hf,gs1,logsp500,us_rgdp,us_gdpdef,ebpnew
1992,1,NaN,NaN,4.03,601.32,461.34,413.74,0.0859
1992,2,NaN,NaN,4.06,602.27,461.73,413.99,0.1338
1992,3,NaN,NaN,3.98,600.07,462.44,414.23,0.0768
1992,4,NaN,NaN,3.73,602.8,462.58,414.5,0.0737
1992,5,NaN,NaN,3.82,602.92,462.3,414.64,0.0232
1992,6,NaN,NaN,3.76,601.15,463.68,414.81,0.0142
1992,7,NaN,NaN,3.25,605.02,463.69,415.14,-0.0603
1992,8,NaN,NaN,3.3,602.59,463.55,415.28,0.1166
1992,9,NaN,NaN,3.22,603.5,463.83,415.44,0.2231
1992,10,NaN,NaN,3.1,603.72,464.25,415.79,0.1418
1992,11,NaN,NaN,3.09,606.7,464.7,415.99,0.1046
1992,12,NaN,NaN,2.92,607.7,465.19,416.16,0.1479
1993,2,NaN,NaN,3.02,608.4,464.86,416.41,0.114
1993,3,NaN,NaN,3.03,609.45,465.05,416.56,0.0837
1993,4,NaN,NaN,3.07,611.3,464.65,416.76,0.0664
1993,5,NaN,NaN,2.96,608.72,464.97,417.03,0.0794
1993,6,NaN,NaN,3,610.97,465.49,417.34,0.0528
1993,7,NaN,NaN,3.04,611.04,465.61,417.37,-0.0389
1993,8,NaN,NaN,3.06,610.5,465.42,417.53,-0.0433
1993,9,NaN,NaN,3.03,613.9,465.85,417.7,-0.0542
1993,10,NaN,NaN,3.09,612.88,466.69,417.8,0.0398
1993,11,NaN,NaN,2.99,614.8,466.45,418.12,-0.0253
1993,12,NaN,NaN,3.02,613.51,467.57,418.31,-0.111
1994,1,NaN,NaN,2.96,614.5,467.9,418.33,-0.1353
1994,2,0,0,3.05,617.71,468.06,418.36,-0.2128
1994,3,0.13344,-0.64105,3.25,614.65,468.51,418.6,-0.4042
1994,4,-0.030961,0.29613,3.34,609.99,468.61,418.87,-0.2932
1994,5,0.12949,-0.68128,3.56,611.12,469.01,418.99,-0.2538
1994,6,-0.014239,0.52219,4.01,612.36,470.29,419.13,-0.2557
1994,7,0,0,4.25,609.65,469.7,419.38,-0.304
1994,8,-0.015888,-0.22844,4.26,612.75,469.86,419.69,-0.274
1994,9,0.036739,0.25704,4.47,616.44,470.35,419.92,-0.2337
1994,10,-0.03143,-0.17136,4.73,613.71,470.11,420.03,-0.3651
1994,11,0,0,4.76,615.78,471.12,420.2,-0.2713
1994,12,0.064044,-0.44889,5.29,611.74,470.96,420.39,-0.2223
1995,2,-0.049028,0.10486,5.45,612.97,471.88,420.46,-0.1659
1995,3,0,0,5.53,615.36,472.17,420.66,-0.2102
1995,4,0.054126,-0.25438,5.92,618.91,471.28,420.84,-0.2514
1995,5,0.01786,-0.15511,5.98,621.6,471.73,421.02,-0.2557
1995,6,0,0,6.05,624.36,471.51,421.28,-0.2068
1995,7,-0.0096996,-0.04189,6.01,627.93,471.64,421.44,-0.3033
1995,8,0,0,6,630.04,472.62,421.53,-0.1151
1995,9,-0.24077,0.2993,5.85,633.17,472.33,421.66,-0.2857
1995,10,0.041861,-0.18269,5.74,633.13,472.69,421.87,-0.1794
1995,11,0.061176,-0.16138,5.8,637.06,473.53,421.94,-0.149
1995,12,0,0,5.76,636.56,473.31,422.2,-0.1109
1996,1,0.023893,-0.06111,5.8,640.59,473.32,422.2,-0.0274
1996,2,-0.052983,0.25709,5.6,642.31,474.09,422.39,-0.0315
1996,3,-0.043742,0.05541,5.56,645.52,474.09,422.61,-0.0804
1996,4,0,0,5.22,646.21,474.09,422.77,-0.3069
1996,5,0.017322,0.15989,5.31,647,474.55,423.07,-0.3186
1996,6,0,0,5.22,648.34,475.66,423.37,-0.2695
1996,7,0.017335,-0.19289,5.24,650.59,475.29,423.54,-0.2964
1996,8,0,0,5.27,650.82,475.97,423.54,-0.2558
1996,9,-0.029481,0.1534,5.4,646.15,476.2,423.75,-0.3022
1996,10,-0.0030356,-0.1306,5.22,648,476.4,423.85,-0.3691
1996,11,-0.11255,0.00873,5.3,653.28,476.71,424.13,-0.3691
1996,12,0,0,5.24,655.86,477.37,424.43,-0.3114
1997,2,-0.014598,0.25457,5.31,662.94,477.57,424.61,-0.2727
1997,3,-0.0052545,-0.06073,5.29,660.76,477.03,424.73,-0.38
1997,4,0,0,5.25,666.72,477.65,424.86,-0.2893
1997,5,0.0013983,-0.30367,5.19,667.3,478.36,425.07,-0.4278
1997,6,0.062688,-0.45395,5.39,662.95,478.35,425.17,-0.4372
1997,7,0,0,5.51,668.62,479.65,425.27,-0.3848
1997,8,-0.076841,0.48372,5.5,674.32,479.28,425.22,-0.4103
1997,9,0,0,5.56,678.57,480.23,425.35,-0.496
1997,10,0.0058442,-0.37221,5.54,680.18,481.11,425.49,-0.4666
1997,11,-0.010417,-0.19196,5.54,685.36,481.52,425.73,-0.4561
1997,12,0,0,5.5,681.85,481.8,425.86,-0.5145
1998,1,-0.034999,-0.3511,5.52,686.21,481.66,425.87,-0.3622
1998,2,-0.0041991,-0.08456,5.5,687.77,482.55,425.85,-0.2936
1998,3,0,0,5.56,688.79,482.04,425.9,-0.3688
1998,4,0.022944,-0.19164,5.51,695.59,483.48,425.84,-0.31
1998,5,-0.00038669,-0.13567,5.49,700.47,483.88,425.86,-0.2954
1998,6,0,0,5.45,701.37,483.68,425.98,-0.3395
1998,7,-0.020624,-0.12953,5.49,699.47,483.86,426.12,-0.4173
1998,8,0,0,5.56,703.33,484.8,426.04,-0.3705
1998,9,-0.017471,0.02716,5.54,702.17,484.77,426.28,-0.3455
1998,10,0.0062418,0.04839,5.55,686.41,485.19,426.42,-0.2983
1998,11,0.036304,-0.6975,5.51,692.46,486.47,426.36,0.0851
1998,12,-0.2015,2.095,5.07,700.19,486.84,426.58,0.0621
1999,2,-0.03374,0.63962,4.83,705.93,487.27,426.59,0.1954
1999,3,0,0,4.63,715.43,487.57,426.83,0.1942
1999,4,0.010069,0.17015,4.76,712.15,488.19,426.77,0.0533
1999,5,-0.025734,-0.16838,4.81,715.96,488.7,426.85,0.057
1999,6,0,0,4.74,719.68,488.53,427.33,-0.1806
1999,7,0.10265,-1.3856,4.74,717.15,488.9,427.39,-0.1513
1999,8,-0.10518,1.6013,4.76,722.45,488.96,427.42,-0.1999
1999,9,0,0,4.99,719.2,489.88,427.69,-0.1951
1999,10,0.0073275,0.59237,5.07,718.57,489.71,427.87,-0.142
1999,11,0,0,5.22,715.67,490.17,428.23,-0.0865
1999,12,0.064146,-0.81193,5.2,721.74,490.82,428.4,-0.0325
2000,1,0.07625,-0.32364,5.42,723.63,491.45,428.49,0.0982
2000,2,0.032421,0.48527,5.3,729.25,492.21,428.72,0.1141
2000,3,0,0,5.45,724.03,491.28,428.99,0.0719
2000,4,-0.0058267,-0.3357,5.73,721.99,491.68,429.31,-0.1537
2000,5,-0.00775,-0.03942,5.85,731.23,492.16,429.74,0.0225
2000,6,0,0,6.02,728.1,493.61,429.65,0.0909
2000,7,0.059609,-0.64349,6.27,725.88,493.59,429.74,0.3377
2000,8,-0.035343,0.26977,6.53,728.25,493.78,430.07,0.4955
2000,9,0,0,6.54,726.6,493.02,430.32,0.6859
2000,10,0,0,6.52,727,494.06,430.75,0.7271
2000,11,0.0062138,-0.6872,6.51,718.16,494.37,431.02,0.7931
2000,12,0.021519,-0.56081,6.4,718.56,494.04,431.18,0.9521
2001,2,-0.19406,3.993,5.98,721.96,493.95,431.66,1.0555
2001,3,0,0,5.49,712.28,493.75,431.81,1.4413
2001,4,-0.067912,-0.60045,5.31,705.64,493.9,431.82,1.5232
2001,5,-0.50644,2.3246,4.8,713.05,494.54,432,1.5137
2001,6,-0.14831,0.37291,4.21,713.55,494.98,432.26,1.0968
2001,7,0.08604,-0.52379,3.97,711.02,494.35,432.44,1.1246
2001,8,0,0,3.77,709.94,494.32,432.4,1.0707
2001,9,-0.090106,-0.6934,3.65,703.32,495.4,432.39,0.8916
2001,10,-0.060314,-0.35196,2.49,696.58,494.83,432.4,0.7302
2001,11,-0.17758,0.6426,2.09,703.83,494.41,432.34,0.9612
2001,12,-0.072448,0.26526,1.82,704.59,496.07,432.23,0.7187
2002,1,0.026337,-0.03735,1.73,703.01,496.29,432.32,0.7048
2002,2,0,0,1.74,700.91,495.77,432.49,1.1468
2002,3,-0.070935,-0.33914,1.73,704.53,496.11,432.76,0.9761
2002,4,0,0,1.75,698.18,496.09,433.18,-0.1784
2002,5,-0.033138,-0.29932,1.75,697.27,496.13,433.24,0.381
2002,6,0.0056677,-0.48238,1.75,689.75,496.59,433.37,0.5339
2002,7,0,0,1.73,681.52,496.99,433.59,0.7205
2002,8,-0.10232,-0.60374,1.74,682.01,496.35,433.79,0.2365
2002,9,-0.012672,-1.0117,1.75,670.36,496.58,433.97,0.379
2002,10,0,0,1.75,678.65,496.41,434.15,0.4864
2002,11,-0.10318,-0.53662,1.34,684.19,496.8,434.25,0.8818
2002,12,0.018142,-0.2987,1.24,677.97,497.41,434.34,1.4642
2003,2,0.043422,0.15934,1.24,675.19,497.15,434.64,1.3775
2003,3,0,0,1.26,673.47,497.4,435.06,1.5314
2003,4,0.0070332,-0.43291,1.25,674.31,496.84,435.32,1.3714
2003,5,0,0,1.26,682.1,497.73,435.15,1.0177
2003,6,-0.090199,0.12916,1.26,687.07,498,435.03,0.8631
2003,7,0.14222,-0.20488,1.22,688.19,499.05,435.14,0.8301
2003,8,0,0,1.01,689.8,499.3,435.43,0.5942
2003,9,-0.034487,-0.07643,1.03,691.57,499.82,435.77,0.078
2003,10,-0.0033997,0.09982,1.01,690.37,500.34,436.08,0.0163
2003,11,-0.081727,-0.0135,1.01,695.72,500.64,436.1,-0.5893
2003,12,0,0,1,696.43,501.24,436.22,-0.4295
2004,1,0.028459,-0.11632,0.98,701.38,501.4,436.44,-1.0964
2004,2,0.12625,-0.91791,1,703.09,500.81,436.83,-0.1966
2004,3,0,0,1.01,704.31,501.61,437.04,-0.5814
2004,4,-0.058865,-0.05315,1,702.66,502.39,437.2,-0.5203
2004,5,0,0,1,700.97,502.19,437.38,-0.5418
2004,6,0.0061291,0.36501,1,702.17,503.01,437.71,-0.4955
2004,7,-0.027377,0.26758,1.03,703.95,502.32,437.99,-0.7088
2004,8,0,0,1.26,700.46,503.48,438.08,-0.3282
2004,9,-0.014194,0.0293,1.61,701.63,503.7,438.33,-0.516
2004,10,0,0,1.76,703.01,504.36,438.76,-0.7367
2004,11,-0.028386,0.1175,1.93,706.8,504.32,439.15,-0.3466
2004,12,-0.01455,0.06497,2.16,709.99,504.91,439.2,-0.3597
2005,2,0,0,2.28,707.44,505.98,439.33,-0.3026
2005,3,-0.01398,0.01929,2.5,709.31,505.73,439.61,-0.4201
2005,4,0.067656,-0.33953,2.63,707.38,505.84,439.91,-0.5564
2005,5,0,0,2.79,705.34,506,440.19,-0.5319
2005,6,0.005633,0.621,3,708.3,506.11,440.24,-0.661
2005,7,0.046973,-0.41325,3.04,708.28,507.17,440.31,-0.7154
2005,8,0,0,3.26,711.82,507.28,440.73,-0.7061
2005,9,0.024712,-0.15015,3.62,711.38,506.54,442.09,-0.9478
2005,10,0,0,3.78,709.59,506.81,442.25,-0.6569
2005,11,0.0064591,0.2192,4,713.05,507.51,442.04,-0.4458
2005,12,-0.027111,0.52662,4.16,712.95,508.54,442.04,-0.352
2006,1,0.029852,-0.22803,4.29,715.47,508.65,442.53,-0.5136
2006,2,0,0,4.49,715.52,508.97,442.59,-0.6099
2006,3,0.046011,-0.62108,4.59,716.61,509.81,442.78,-0.6182
2006,4,0,0,4.79,717.82,509.24,443.24,-0.5067
2006,5,0.050771,-0.19309,4.94,714.69,509.61,443.51,-0.3978
2006,6,-0.042961,0.54151,4.99,714.69,509.36,443.76,-0.3721
2006,7,0,0,5.24,715.2,509.08,444.1,-0.355
2006,8,-0.040547,-0.2469,5.25,717.3,509.45,444.41,-0.4092
2006,9,0.017825,-0.26777,5.25,719.73,510.06,444.15,-0.374
2006,10,-0.010461,-0.07474,5.25,722.83,510.53,443.91,-0.4422
2006,11,0,0,5.25,724.47,511.16,443.95,-0.4755
2006,12,-0.0080575,0.4816,5.25,727.11,511,444.64,-0.3692
2007,2,0,0,5.26,724.91,511.76,444.95,-0.4107
2007,3,-0.08335,0.81634,5.26,725.9,510.97,445.31,-0.3201
2007,4,0,0,5.25,730.14,511.69,445.55,-0.3459
2007,5,0.036575,-0.13457,5.25,733.34,511.67,445.84,-0.421
2007,6,0.012063,-0.27362,5.25,731.54,511.75,446.05,-0.4405
2007,7,0,0,5.26,728.3,511.45,446.2,-0.4169
2007,8,-0.20509,1.3203,4.94,733.09,512.69,446.65,-0.5313
2007,9,0.053452,-0.41526,4.76,734.56,512.36,446.96,-0.5828
2007,10,0,0,4.49,730.05,512.18,447.48,-0.6093
2007,11,0.037826,-1.7677,4.24,729.19,512.29,447.72,-0.3972
2007,12,0,0,2.98,719.34,510.9,448.17,-0.3989
2008,1,0.15426,0.47764,2.61,718.74,511.04,448.45,-0.6204
2008,2,-0.079654,0.16293,2.28,723.39,511.31,448.64,-0.4189
2008,3,0,0,1.98,724.45,511.19,449.07,-0.0334
2008,4,-0.053391,0.03392,2,715.46,512.04,449.79,0.0846
2008,5,0,0,2.01,714.47,511.14,450.25,0.0125
2008,6,-0.036006,0.13432,2,715.68,510.85,450.17,-0.0804
2008,7,0.10555,-0.62947,1.81,706.17,510.03,450.26,0.252
2008,8,-0.092469,1.6406,0.39,679.82,511.16,448.41,0.3937
2008,9,-0.24761,1.5933,0.16,680.59,509.86,447.84,0.6267
2008,10,-0.010516,-0.1973,0.15,671.65,510.2,447.86,0.8296
2008,11,0,0,0.22,660,509.76,448.04,1.0456
2008,12,-0.060806,1.8082,0.18,668.2,509.36,447.93,0.5636
2009,2,0.016846,0.62292,0.15,677.17,509.15,448.07,0.5943
2009,3,0,0,0.18,682.34,509.17,448.17,0.6924
2009,4,0.038443,-0.6802,0.21,682.36,508.77,448.76,0.9545
2009,5,0,0,0.16,689.52,508.56,448.78,1.0999
2009,6,-0.014147,-0.26438,0.16,692.81,508.99,449.07,1.6214
2009,7,-0.087978,0.52867,0.15,696.33,508.89,449.23,3.1241
2009,8,0,0,0.12,694.33,509.91,449.61,2.6446
2009,9,-0.024894,0.08621,0.12,699.91,509.47,449.86,2.7451
2009,10,0.02768,0.09656,0.11,697.91,509.48,450.13,2.4233
2009,11,0,0,0.13,700.71,509.67,450.13,2.8929
2009,12,-0.035824,0.19305,0.16,706.42,510.31,450.27,2.4248
2010,1,-0.0067218,0.16698,0.2,707.89,510.9,450.32,2.034
2010,2,0,0,0.2,699.34,510.93,450.36,1.1943
2010,3,0.0037771,0.34692,0.18,693.8,511.52,450.31,0.776
2010,4,0,0,0.18,700.45,511.92,450.4,0.194
2010,5,-0.017932,0.68052,0.19,695.59,511.77,450.54,-0.0655
2010,6,-0.0056589,0.59361,0.19,703.98,512.3,450.64,-0.0424
2010,7,0,0,0.19,707.61,512.52,450.96,-0.2261
2010,8,-0.0018591,-0.30103,0.19,707.37,512.17,451.15,-0.0824
2010,9,-0.0046716,0.01285,0.18,713.7,512.68,451.38,-0.5243
2010,10,-0.0079443,-0.08019,0.17,715.94,511.6,451.68,-0.2218
2010,11,0,0,0.16,719.08,511.49,451.96,-0.0159
2010,12,0.0067718,0.27359,0.14,718.98,512.59,452.36,-0.1447
2011,2,-0.010337,0.1752,0.1,721.79,512.62,452.78,-0.2742
2011,3,0,0,0.09,720.43,512.21,453.09,-0.1867
2011,4,0.0033859,0.10646,0.09,718.58,511.93,453.07,-0.0383
2011,5,0,0,0.07,716.42,512.37,453.24,0.1234
2011,6,-0.02635,-0.87788,0.1,710.57,512.77,453.47,-0.4067
2011,7,0.054296,-0.609,0.08,703.12,511.96,453.61,-0.075
2011,8,0,0,0.07,713.35,513.53,453.61,-0.0315
2011,9,0.0095781,-0.13996,0.08,712.85,513.2,453.82,-0.1667
2011,10,0.0094091,-0.81154,0.07,713.7,513.1,453.88,-0.4198
2011,11,-0.018024,0.30319,0.08,717.96,513.43,454.22,0.0233
2011,12,0,0,0.1,721.94,514.91,454.44,-0.2425
2012,1,0.0080575,0.02241,0.13,725.03,513.76,454.63,-0.2838
2012,2,0,-0.0166,0.14,724.27,514.39,454.76,-0.246
2012,3,0,0,0.16,717.8,514.78,454.65,-0.1287
2012,4,0.016319,-0.02733,0.16,721.69,514.78,454.6,-0.003
2012,5,0,0,0.16,722.93,515.38,454.64,-0.0705
2012,6,0.012744,-0.1668,0.13,724.89,514.76,454.97,-0.2041
2012,7,0.015772,0.61107,0.14,727.29,515.01,455.27,0.2823
2012,8,0,-0.00141,0.16,725.29,514.55,455.57,-0.2341
2012,9,0,0,0.16,725.57,515.04,455.5,0.3807
2012,10,-0.0033859,-0.07702,0.14,731.2,516.51,455.68,0.1445
2012,11,0,0,0.15,732.3,515.7,456.03,0.0505
2012,12,0.0018391,0.10916,0.14,735.83,516.2,455.9,-0.0586
2013,2,0,0,0.15,737.63,516.41,455.8,-0.4602
2013,3,0.0011263,0.14053,0.11,739.68,516.25,455.87,-0.285
2013,4,0.0047592,-0.06366,0.09,738.17,517.04,456.09,-0.2636
2013,5,-0.0041183,-0.03255,0.09,742.99,517.18,456.22,0.0195
2013,6,0,0,0.08,739.82,517.65,456.37,-0.1638
2013,7,-0.015187,1.0078,0.08,742.74,517.66,456.41,-0.3638
2013,8,0.0022134,-0.29372,0.09,747.11,518.23,456.54,-0.2808
2013,9,0,0,0.08,749.88,518.7,456.69,-0.2911
2013,10,0.0032753,-0.40308,0.07,748.58,517.82,457.07,-0.158
2013,11,0,0,0.07,752.81,518.24,457.12,-0.2511
2013,12,0.016115,-0.20472,0.08,753.49,518.23,457.28,-0.1535
2014,1,0.0011067,0.01755,0.09,754.12,518.98,457.46,-0.1047
2014,2,0,0,0.09,756.2,519.63,457.62,-0.1602
2014,3,0.0069508,0.31782,0.1,758.08,519.88,457.73,-0.2026
2014,4,-0.0058442,0.39686,0.09,756.56,520.53,457.87,-0.5716
2014,5,0,0,0.09,760.26,521.18,457.86,-0.4291
2014,6,0.013723,0.24878,0.09,758.7,520.82,457.9,-0.0406
2014,7,0.021836,-0.29393,0.09,760.99,521.43,457.87,-0.1514
2014,8,0,0,0.09,763.41,521.63,457.77,-0.1651
2014,9,-0.049689,0.74124,0.12,762.99,521.68,457.59,-0.0554
2014,10,-0.0058989,-0.25168,0.11,759.84,522.71,457.11,-0.0017
2014,11,0,0,0.11,765.18,523.2,457.29,-0.1414
2014,12,-0.063501,1.4247,0.11,763.43,522.7,457.48,-0.3277
2015,2,0,0.09256,0.12,764.28,523.58,457.57,-0.2269
2015,3,0,0,0.12,765.32,523.43,457.81,-0.2963
2015,4,-0.041855,0.33272,0.13,763.2,523.68,458,-0.3904
2015,5,-0.0093543,0.12738,0.13,765.15,523.74,458.09,-0.4113
2015,6,0,0,0.14,758.69,523.81,458.1,-0.3415
2015,7,-0.070064,0.14133,0.14,756.01,524.35,457.96,-0.357
2015,8,0.03972,-0.6055,0.12,763.98,524.42,457.96,-0.3613
2015,9,0,0,0.12,764.03,523.93,458.02,-0.2657
2015,10,0.024482,0.13922,0.24,762.26,524.33,457.94,-0.2774
2015,11,0,0,0.38,756.64,524.43,457.93,-0.013
2015,12,-0.085192,0.26709,0.36,763.03,525.04,458.16,-0.0219
2016,1,0.010751,0.24476,0.37,763.3,525.15,458.49,-0.2055
2016,2,0,0,0.37,764.83,524.92,458.65,-0.4364
2016,3,-0.042854,-0.04467,0.38,764.92,525.03,458.83,-0.2551
2016,4,0.0051403,0.21188,0.39,768.41,525.19,458.85,-0.1055
2016,5,0,0,0.4,768.29,525.66,458.98,-0.0515
2016,6,-0.035276,0.29354,0.4,768.17,526.1,459.17,0.0847
2016,7,0,0,0.4,766.21,525.75,459.38,0.1126
2016,8,0.0033165,0.06189,0.41,769.57,526.35,459.41,0.2967
2016,9,0.037124,-0.24159,0.54,771.37,526.59,459.58,0.4078
2016,10,0,0,0.65,773.14,526.43,459.97,0.3119
2016,11,-0.020519,0.16147,0.66,776.79,526.49,460.1,0.3851
2016,12,-0.046933,0.28177,0.79,776.76,527.01,460.05,0.5552
2017,2,0,0,0.9,777.66,526.63,460.24,0.7418
2017,3,0.013814,0.03859,0.91,778.81,527.33,460.2,0.7695
2017,4,0.019137,-0.0406,1.04,779.29,527.83,460.28,0.4229
2017,5,-0.013199,0.02098,1.15,781.21,527.88,460.32,0.0826
2017,6,0,0,1.16,781.27,528.12,460.54,0.0891
2017,7,0.042009,-0.14615,1.15,783.18,528.61,460.92,-0.1449
2017,8,0,0,1.15,785.37,528.71,461.05,-0.1889
2017,9,0.0018219,0.08571,1.16,788.14,529.5,461.19,-0.184
2017,10,-0.0058442,0.07573,1.3,789.12,529.82,461.33,-0.2368
2017,11,0.0051302,-0.10361,1.41,794.58,529.87,461.71,-0.2012
2017,12,0,0,1.42,790.61,530.35,461.92,-0.9009
2018,1,-0.0015206,0.3479,1.51,787.89,530.05,462.03,-0.3336
